Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
7,                            72I: Specialised machinery (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,,C4_C2_C1_C1_C1_C2_C2,C2,C1,C1,C1,C2,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),,,,,,
8,                                18.1: Printing type & blocks,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,C4_C2_C1_C1_C1_C2_C2_C1,C4_C2_C1_C1_C1_C2_C2_C1,C2,C1,C1,C1,C2,C2,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),                                18.1: Printing type & blocks,,,,,
8,"                                28.2B: Buckets, shovels, grabs & grips for cranes & excavators",C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,C4_C2_C1_C1_C1_C2_C2_C2,C4_C2_C1_C1_C1_C2_C2_C2,C2,C1,C1,C1,C2,C2,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),"                                28.2B: Buckets, shovels, grabs & grips for cranes & excavators",,,,,
8,                                28.3C: Parts of agricultural machinery,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,C4_C2_C1_C1_C1_C2_C2_C3,C4_C2_C1_C1_C1_C2_C2_C3,C2,C1,C1,C1,C2,C2,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),                                28.3C: Parts of agricultural machinery,,,,,
8,                                28.4B: Parts of specialised machine tools,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,C4_C2_C1_C1_C1_C2_C2_C4,C4_C2_C1_C1_C1_C2_C2_C4,C2,C1,C1,C1,C2,C2,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),                                28.4B: Parts of specialised machine tools,,,,,
8,                                28.9C: Parts of special purpose machinery n.e.s,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C2,C4_C2_C1_C1_C1_C2_C2_C5,C4_C2_C1_C1_C1_C2_C2_C5,C2,C1,C1,C1,C2,C2,C5,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            72I: Specialised machinery (intermediate),                                28.9C: Parts of special purpose machinery n.e.s,,,,,
7,                            73I: Metal working machinery (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C3,,C4_C2_C1_C1_C1_C2_C3,C2,C1,C1,C1,C2,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            73I: Metal working machinery (intermediate),,,,,,
8,                                27.9B: Parts of electric soldering & welding machines,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C3,C4_C2_C1_C1_C1_C2_C3_C1,C4_C2_C1_C1_C1_C2_C3_C1,C2,C1,C1,C1,C2,C3,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            73I: Metal working machinery (intermediate),                                27.9B: Parts of electric soldering & welding machines,,,,,
8,                                28.2D: Parts of non-electric soldering & welding machines,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C3,C4_C2_C1_C1_C1_C2_C3_C2,C4_C2_C1_C1_C1_C2_C3_C2,C2,C1,C1,C1,C2,C3,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            73I: Metal working machinery (intermediate),                                28.2D: Parts of non-electric soldering & welding machines,,,,,
8,"                                28.4D: Parts of metal working tools, work holders & tool holders",C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C3,C4_C2_C1_C1_C1_C2_C3_C3,C4_C2_C1_C1_C1_C2_C3_C3,C2,C1,C1,C1,C2,C3,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            73I: Metal working machinery (intermediate),"                                28.4D: Parts of metal working tools, work holders & tool holders",,,,,
8,                                28.9E: Parts of machines for metallurgy,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C3,C4_C2_C1_C1_C1_C2_C3_C4,C4_C2_C1_C1_C1_C2_C3_C4,C2,C1,C1,C1,C2,C3,C4,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            73I: Metal working machinery (intermediate),                                28.9E: Parts of machines for metallurgy,,,,,
7,                            74I: General industrial machinery (intermediate),C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C4,,C4_C2_C1_C1_C1_C2_C4,C2,C1,C1,C1,C2,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            74I: General industrial machinery (intermediate),,,,,,
8,                                25.9B: Ships'propellers,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C4,C4_C2_C1_C1_C1_C2_C4_C1,C4_C2_C1_C1_C1_C2_C4_C1,C2,C1,C1,C1,C2,C4,C1,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            74I: General industrial machinery (intermediate),                                25.9B: Ships'propellers,,,,,
8,"                                28.1E: Tapes, valves, bearings, gears etc",C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C4,C4_C2_C1_C1_C1_C2_C4_C2,C4_C2_C1_C1_C1_C2_C4_C2,C2,C1,C1,C1,C2,C4,C2,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            74I: General industrial machinery (intermediate),"                                28.1E: Tapes, valves, bearings, gears etc",,,,,
8,                                28.2G: Parts of general purpose machinery n.e.s,C4,C4_C2,C4_C2_C1,C4_C2_C1_C1,C4_C2_C1_C1_C1,C4_C2_C1_C1_C1_C2,C4_C2_C1_C1_C1_C2_C4,C4_C2_C1_C1_C1_C2_C4_C3,C4_C2_C1_C1_C1_C2_C4_C3,C2,C1,C1,C1,C2,C4,C3,    5to8: Manufactures,,        7and8: Finished manufactures,,            7: Machinery & transport equipment,,                71to77: Machinery,                    7M: Mechanical machinery,                        7MI: Mechanical machinery (intermediate),                            74I: General industrial machinery (intermediate),                                28.2G: Parts of general purpose machinery n.e.s,,,,,
